,QtyOfTokens,Freq_StrLen_1,Freq_StrLen_2,Freq_StrLen_3,Freq_StrLen_4,Freq_StrLen_5,Freq_StrLen_6,Freq_StrLen_7,Freq_StrLen_8,Freq_StrLen_9,Freq_StrLen_10,Freq_StrLen_11,Freq_StrLen_12,Freq_StrLen_13,Freq_StrLen_14,Freq_StrLen_15,Freq_StrLen_16,Freq_StrLen_17,Freq_StrLen_18,Freq_StrLen_19,Freq_StrLen_20,Freq_StrLen_21,Freq_StrLen_22,Freq_StrLen_23,Freq_StrLen_24,Freq_StrLen_25,Freq_StrLen_26,Freq_StrLen_27,Freq_StrLen_28,Freq_StrLen_29,Freq_StrLen_30,Freq_StrLen_31,Freq_StrLen_32,Freq_StrLen_33,Freq_StrLen_34,Freq_StrLen_35,VarFreq_StrLen_1,VarFreq_StrLen_2,VarFreq_StrLen_3,VarFreq_StrLen_4,VarFreq_StrLen_5,VarFreq_StrLen_6,VarFreq_StrLen_7,VarFreq_StrLen_8,VarFreq_StrLen_9,VarFreq_StrLen_10,VarFreq_StrLen_11,VarFreq_StrLen_12,VarFreq_StrLen_13,VarFreq_StrLen_14,VarFreq_StrLen_15,VarFreq_StrLen_16,VarFreq_StrLen_17,VarFreq_StrLen_18,VarFreq_StrLen_19,VarFreq_StrLen_20,VarFreq_StrLen_21,VarFreq_StrLen_22,VarFreq_StrLen_23,VarFreq_StrLen_24,VarFreq_StrLen_25,VarFreq_StrLen_26,VarFreq_StrLen_27,VarFreq_StrLen_28,VarFreq_StrLen_29,VarFreq_StrLen_30,VarFreq_StrLen_31,VarFreq_StrLen_32,VarFreq_StrLen_33,VarFreq_StrLen_34,VarFreq_StrLen_35,VarStrLen_Freq_1,VarStrLen_Freq_2,VarStrLen_Freq_3,VarStrLen_Freq_4,VarStrLen_Freq_5,VarStrLen_Freq_6,VarStrLen_Freq_7,VarStrLen_Freq_8,VarStrLen_Freq_9,VarStrLen_Freq_10,VarStrLen_Freq_11,VarStrLen_Freq_12,VarStrLen_Freq_13,VarStrLen_Freq_14,VarStrLen_Freq_15,VarStrLen_Freq_16,VarStrLen_Freq_17,VarStrLen_Freq_18,VarStrLen_Freq_19,VarStrLen_Freq_20,VarStrLen_Freq_21,VarStrLen_Freq_22,VarStrLen_Freq_23,VarStrLen_Freq_24,VarStrLen_Freq_25,VarStrLen_Freq_26,VarStrLen_Freq_27,VarStrLen_Freq_28,VarStrLen_Freq_29,VarStrLen_Freq_30,VarStrLen_Freq_31,VarStrLen_Freq_32,VarStrLen_Freq_33,VarStrLen_Freq_34,VarStrLen_Freq_35,VarStrLen_Freq_36,VarStrLen_Freq_37,VarStrLen_Freq_38,VarStrLen_Freq_39,VarStrLen_Freq_40,VarStrLen_Freq_41,VarStrLen_Freq_42,VarStrLen_Freq_43,VarStrLen_Freq_44,VarStrLen_Freq_45,VarStrLen_Freq_46,VarStrLen_Freq_47,VarStrLen_Freq_48,VarStrLen_Freq_49,VarStrLen_Freq_50,VarStrLen_Freq_51,VarStrLen_Freq_52,VarStrLen_Freq_53,VarStrLen_Freq_54,VarStrLen_Freq_55,VarStrLen_Freq_56,VarStrLen_Freq_57,VarStrLen_Freq_58,VarStrLen_Freq_59,VarStrLen_Freq_60,VarStrLen_Freq_61,VarStrLen_Freq_62,VarStrLen_Freq_63,VarStrLen_Freq_64,VarStrLen_Freq_65,VarStrLen_Freq_66,VarStrLen_Freq_67,VarStrLen_Freq_68,VarStrLen_Freq_69,VarStrLen_Freq_70,VarStrLen_Freq_71,VarStrLen_Freq_72,VarStrLen_Freq_73,VarStrLen_Freq_74,VarStrLen_Freq_75,VarStrLen_Freq_76,VarStrLen_Freq_77,VarStrLen_Freq_78,VarStrLen_Freq_79,VarStrLen_Freq_80,VarStrLen_Freq_81,VarStrLen_Freq_82,VarStrLen_Freq_83,VarStrLen_Freq_84,VarStrLen_Freq_85,VarStrLen_Freq_86,VarStrLen_Freq_87,VarStrLen_Freq_88,VarStrLen_Freq_89,VarStrLen_Freq_90,VarStrLen_Freq_91,VarStrLen_Freq_92,VarStrLen_Freq_93,VarStrLen_Freq_94,VarStrLen_Freq_95,VarStrLen_Freq_96,VarStrLen_Freq_97,VarStrLen_Freq_98,VarStrLen_Freq_99,VarStrLen_Freq_100,VarStrLen_Freq_101,VarStrLen_Freq_102,VarStrLen_Freq_103,VarStrLen_Freq_104,VarStrLen_Freq_105,VarStrLen_Freq_106,VarStrLen_Freq_107,VarStrLen_Freq_108,VarStrLen_Freq_109,VarStrLen_Freq_110,VarStrLen_Freq_111,VarStrLen_Freq_112,VarStrLen_Freq_113,VarStrLen_Freq_114,VarStrLen_Freq_115,VarStrLen_Freq_116,VarStrLen_Freq_117,VarStrLen_Freq_118,VarStrLen_Freq_119,VarStrLen_Freq_120,VarStrLen_Freq_121,VarStrLen_Freq_122,VarStrLen_Freq_123,VarStrLen_Freq_124,VarStrLen_Freq_125,VarStrLen_Freq_126,VarStrLen_Freq_127,VarStrLen_Freq_128,VarStrLen_Freq_129,VarStrLen_Freq_130,VarStrLen_Freq_131,VarStrLen_Freq_132,VarStrLen_Freq_133,VarStrLen_Freq_134,VarStrLen_Freq_135,VarStrLen_Freq_136,VarStrLen_Freq_137,VarStrLen_Freq_138,VarStrLen_Freq_139,VarStrLen_Freq_140,VarStrLen_Freq_141,VarStrLen_Freq_142,VarStrLen_Freq_143,VarStrLen_Freq_144,VarStrLen_Freq_145,VarStrLen_Freq_146,VarStrLen_Freq_147,VarStrLen_Freq_148,VarStrLen_Freq_149,VarStrLen_Freq_150,VarStrLen_Freq_151,VarStrLen_Freq_152,VarStrLen_Freq_153,VarStrLen_Freq_154,VarStrLen_Freq_155,VarStrLen_Freq_156,VarStrLen_Freq_157,VarStrLen_Freq_158,VarStrLen_Freq_159,VarStrLen_Freq_160,VarStrLen_Freq_161,VarStrLen_Freq_162,VarStrLen_Freq_163,VarStrLen_Freq_164,VarStrLen_Freq_165,VarStrLen_Freq_166,VarStrLen_Freq_167,VarStrLen_Freq_168,VarStrLen_Freq_169,VarStrLen_Freq_170,VarStrLen_Freq_171,VarStrLen_Freq_172,VarStrLen_Freq_173,VarStrLen_Freq_174,VarStrLen_Freq_175,VarStrLen_Freq_176,VarStrLen_Freq_177,VarStrLen_Freq_178,VarStrLen_Freq_179,VarStrLen_Freq_180,VarStrLen_Freq_181,VarStrLen_Freq_182,VarStrLen_Freq_183,VarStrLen_Freq_184,VarStrLen_Freq_185,VarStrLen_Freq_186,VarStrLen_Freq_187,VarStrLen_Freq_188,VarStrLen_Freq_189,VarStrLen_Freq_190,VarStrLen_Freq_191,VarStrLen_Freq_192,VarStrLen_Freq_193,VarStrLen_Freq_194,VarStrLen_Freq_195,VarStrLen_Freq_196,VarStrLen_Freq_197,VarStrLen_Freq_198,VarStrLen_Freq_199,VarStrLen_Freq_200,VarStrLen_Freq_201,VarStrLen_Freq_202,VarStrLen_Freq_203,VarStrLen_Freq_204,VarStrLen_Freq_205,VarStrLen_Freq_206,VarStrLen_Freq_207,VarStrLen_Freq_208,VarStrLen_Freq_209,VarStrLen_Freq_210,VarStrLen_Freq_211,VarStrLen_Freq_212,VarStrLen_Freq_213,VarStrLen_Freq_214,VarStrLen_Freq_215,VarStrLen_Freq_216,VarStrLen_Freq_217,VarStrLen_Freq_218,VarStrLen_Freq_219,VarStrLen_Freq_220,VarStrLen_Freq_221,VarStrLen_Freq_222,VarStrLen_Freq_223,VarStrLen_Freq_224,VarStrLen_Freq_225,VarStrLen_Freq_226,VarStrLen_Freq_227,VarStrLen_Freq_228,VarStrLen_Freq_229,VarStrLen_Freq_230,VarStrLen_Freq_231,VarStrLen_Freq_232,VarStrLen_Freq_233,VarStrLen_Freq_234,VarStrLen_Freq_235,VarStrLen_Freq_236,VarStrLen_Freq_237,VarStrLen_Freq_238,VarStrLen_Freq_239,VarStrLen_Freq_240,VarStrLen_Freq_241,VarStrLen_Freq_242,VarStrLen_Freq_243,VarStrLen_Freq_244,VarStrLen_Freq_245,VarStrLen_Freq_246,VarStrLen_Freq_247,VarStrLen_Freq_248,VarStrLen_Freq_249,VarStrLen_Freq_250,VarStrLen_Freq_251,VarStrLen_Freq_252,VarStrLen_Freq_253,VarStrLen_Freq_254,VarStrLen_Freq_255,VarStrLen_Freq_256,VarStrLen_Freq_257,VarStrLen_Freq_258,VarStrLen_Freq_259,VarStrLen_Freq_260,VarStrLen_Freq_261,VarStrLen_Freq_262,VarStrLen_Freq_263,VarStrLen_Freq_264,VarStrLen_Freq_265,VarStrLen_Freq_266,VarStrLen_Freq_267,VarStrLen_Freq_268,VarStrLen_Freq_269,VarStrLen_Freq_270,VarStrLen_Freq_271,VarStrLen_Freq_272,VarStrLen_Freq_273,VarStrLen_Freq_274,VarStrLen_Freq_275,VarStrLen_Freq_276,VarStrLen_Freq_277,VarStrLen_Freq_278,VarStrLen_Freq_279,VarStrLen_Freq_280,VarStrLen_Freq_281,VarStrLen_Freq_282,VarStrLen_Freq_283,VarStrLen_Freq_284,VarStrLen_Freq_285,VarStrLen_Freq_286,VarStrLen_Freq_287,VarStrLen_Freq_288,VarStrLen_Freq_289,VarStrLen_Freq_290,VarStrLen_Freq_291,VarStrLen_Freq_292,VarStrLen_Freq_293,VarStrLen_Freq_294,VarStrLen_Freq_295,VarStrLen_Freq_296,VarStrLen_Freq_297,VarStrLen_Freq_299,VarStrLen_Freq_300,VarStrLen_Freq_301,VarStrLen_Freq_303,VarStrLen_Freq_305,VarStrLen_Freq_307,VarStrLen_Freq_308,VarStrLen_Freq_309,VarStrLen_Freq_310,VarStrLen_Freq_311,VarStrLen_Freq_312,VarStrLen_Freq_315,VarStrLen_Freq_316,VarStrLen_Freq_319,VarStrLen_Freq_320,VarStrLen_Freq_321,VarStrLen_Freq_322,VarStrLen_Freq_323,VarStrLen_Freq_327,VarStrLen_Freq_328,VarStrLen_Freq_329,VarStrLen_Freq_330,VarStrLen_Freq_331,VarStrLen_Freq_333,VarStrLen_Freq_334,VarStrLen_Freq_335,VarStrLen_Freq_336,VarStrLen_Freq_337,VarStrLen_Freq_338,VarStrLen_Freq_343,VarStrLen_Freq_344,VarStrLen_Freq_345,VarStrLen_Freq_347,VarStrLen_Freq_348,VarStrLen_Freq_349,VarStrLen_Freq_350,VarStrLen_Freq_351,VarStrLen_Freq_352,VarStrLen_Freq_353,VarStrLen_Freq_355,VarStrLen_Freq_357,VarStrLen_Freq_359,VarStrLen_Freq_360,VarStrLen_Freq_362,VarStrLen_Freq_365,VarStrLen_Freq_366,VarStrLen_Freq_367,VarStrLen_Freq_369,VarStrLen_Freq_370,VarStrLen_Freq_372,VarStrLen_Freq_373,VarStrLen_Freq_376,VarStrLen_Freq_378,VarStrLen_Freq_380,VarStrLen_Freq_383,VarStrLen_Freq_384,VarStrLen_Freq_386,VarStrLen_Freq_389,VarStrLen_Freq_390,VarStrLen_Freq_391,VarStrLen_Freq_394,VarStrLen_Freq_395,VarStrLen_Freq_399,VarStrLen_Freq_400,VarStrLen_Freq_402,VarStrLen_Freq_405,VarStrLen_Freq_412,VarStrLen_Freq_416,VarStrLen_Freq_417,VarStrLen_Freq_419,VarStrLen_Freq_420,VarStrLen_Freq_422,VarStrLen_Freq_423,VarStrLen_Freq_424,VarStrLen_Freq_428,VarStrLen_Freq_432,VarStrLen_Freq_434,VarStrLen_Freq_437,VarStrLen_Freq_439,VarStrLen_Freq_441,VarStrLen_Freq_442,VarStrLen_Freq_446,VarStrLen_Freq_448,VarStrLen_Freq_454,VarStrLen_Freq_455,VarStrLen_Freq_456,VarStrLen_Freq_457,VarStrLen_Freq_458,VarStrLen_Freq_463,VarStrLen_Freq_465,VarStrLen_Freq_468,VarStrLen_Freq_472,VarStrLen_Freq_475,VarStrLen_Freq_476,VarStrLen_Freq_477,VarStrLen_Freq_478,VarStrLen_Freq_482,VarStrLen_Freq_485,VarStrLen_Freq_488,VarStrLen_Freq_500,VarStrLen_Freq_501,VarStrLen_Freq_504,VarStrLen_Freq_505,VarStrLen_Freq_506,VarStrLen_Freq_517,VarStrLen_Freq_522,VarStrLen_Freq_523,VarStrLen_Freq_537,VarStrLen_Freq_538,VarStrLen_Freq_540,VarStrLen_Freq_547,VarStrLen_Freq_551,VarStrLen_Freq_555,VarStrLen_Freq_556,VarStrLen_Freq_559,VarStrLen_Freq_574,VarStrLen_Freq_586,VarStrLen_Freq_591,VarStrLen_Freq_595,VarStrLen_Freq_599,VarStrLen_Freq_607,VarStrLen_Freq_611,VarStrLen_Freq_619,VarStrLen_Freq_620,VarStrLen_Freq_639,VarStrLen_Freq_642,VarStrLen_Freq_650,VarStrLen_Freq_657,VarStrLen_Freq_658,VarStrLen_Freq_661,VarStrLen_Freq_681,VarStrLen_Freq_684,VarStrLen_Freq_692,VarStrLen_Freq_697,VarStrLen_Freq_716,VarStrLen_Freq_720,VarStrLen_Freq_800,VarStrLen_Freq_806,VarStrLen_Freq_869,VarStrLen_Freq_910,VarStrLen_Freq_918,VarStrLen_Freq_1106,VarStrLen_Freq_1185,VarStrLen_Freq_1215,VarStrLen_Freq_1356,VarStrLen_Freq_1362,VarStrLen_Freq_1367,VarStrLen_Freq_1393,VarStrLen_Freq_1406,VarStrLen_Freq_1471,VarStrLen_Freq_1552,VarStrLen_Freq_1651,VarStrLen_Freq_1780,VarStrLen_Freq_1997,VarStrLen_Freq_2741,VarStrLen_Freq_3515,VarStrLen_Freq_3567,VarStrLen_Freq_5403
count,73.0,69.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,71.0,71.0,70.0,71.0,68.0,63.0,61.0,54.0,42.0,43.0,33.0,26.0,19.0,19.0,10.0,7.0,8.0,4.0,2.0,1.0,1.0,2.0,1.0,2.0,67.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,71.0,70.0,70.0,70.0,68.0,60.0,54.0,44.0,33.0,32.0,21.0,18.0,13.0,11.0,8.0,5.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,72.0,73.0,72.0,73.0,73.0,72.0,73.0,72.0,73.0,72.0,73.0,72.0,73.0,72.0,71.0,72.0,70.0,70.0,72.0,71.0,72.0,71.0,73.0,68.0,67.0,65.0,70.0,63.0,61.0,70.0,67.0,58.0,69.0,60.0,61.0,60.0,61.0,56.0,63.0,58.0,59.0,51.0,52.0,51.0,54.0,54.0,54.0,56.0,55.0,47.0,49.0,46.0,42.0,45.0,48.0,47.0,46.0,43.0,43.0,46.0,45.0,38.0,33.0,30.0,39.0,43.0,37.0,36.0,38.0,35.0,33.0,30.0,37.0,39.0,32.0,28.0,23.0,26.0,27.0,29.0,27.0,28.0,23.0,28.0,27.0,23.0,25.0,27.0,25.0,26.0,19.0,23.0,19.0,22.0,25.0,25.0,20.0,24.0,17.0,27.0,23.0,14.0,16.0,26.0,22.0,22.0,19.0,16.0,14.0,18.0,16.0,23.0,18.0,16.0,18.0,8.0,15.0,13.0,12.0,12.0,19.0,17.0,14.0,13.0,11.0,11.0,13.0,13.0,15.0,14.0,10.0,15.0,12.0,11.0,13.0,10.0,8.0,13.0,9.0,13.0,18.0,13.0,13.0,11.0,12.0,11.0,10.0,10.0,11.0,6.0,9.0,11.0,8.0,8.0,5.0,6.0,13.0,6.0,12.0,7.0,6.0,7.0,4.0,8.0,3.0,6.0,9.0,11.0,6.0,9.0,2.0,7.0,4.0,4.0,3.0,8.0,4.0,2.0,3.0,5.0,7.0,6.0,1.0,4.0,5.0,2.0,6.0,5.0,5.0,4.0,1.0,5.0,3.0,3.0,7.0,4.0,3.0,3.0,6.0,5.0,3.0,8.0,6.0,3.0,3.0,3.0,8.0,5.0,3.0,4.0,2.0,5.0,4.0,5.0,3.0,1.0,2.0,8.0,2.0,5.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,1.0,3.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,5.0,3.0,2.0,1.0,5.0,2.0,3.0,1.0,2.0,1.0,6.0,2.0,4.0,2.0,1.0,3.0,2.0,1.0,1.0,3.0,1.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
mean,175263.301369863,7920.289855072464,31645.027397260274,28765.246575342466,25540.08219178082,24227.561643835616,17526.369863013697,12809.0,9194.383561643835,6145.58904109589,4355.301369863014,2736.986301369863,1772.4929577464789,1129.7887323943662,735.3,458.0281690140845,316.8235294117647,214.015873015873,149.95081967213116,112.72222222222223,99.42857142857143,63.27906976744186,56.21212121212121,50.23076923076923,44.8421052631579,32.1578947368421,35.2,32.714285714285715,15.625,18.25,21.5,18.0,13.0,1.5,2.0,1.5,9517691.305442365,4754885.891150223,452206.512123475,52933.73414203299,29116.4214118764,7448.85823825863,2895.8700375898215,1105.4843051338175,398.9391842073999,481.1434486545895,136.47162320519956,55.81053716448025,44.413147253371676,35.08145440823104,19.08688013431181,57.06751808966152,22.357858993032075,8.267049517274339,33.06124916569855,5.1283143298325635,4.280766360216029,2.1819276610796177,4.239760031882621,1.0618981737921485,0.627368768868634,2.759599424202907,0.2690993788819876,1.0654172366621066,0.04646405610753945,0.06150793650793651,0.05882352941176471,0.0,0.0,0.0,0.0,7.418832787531518,6.679811374495598,6.175675144646787,6.169464916221957,5.862345560050402,5.801344917219675,5.576887923050633,5.528668130108448,5.407309162568868,5.442529997761254,5.458316737258615,5.175346347083683,5.267876630903146,5.015276207263392,5.024135389872768,5.0024653063441065,5.233939860973044,5.261163332954745,4.970019700223091,4.791497422661615,5.266893867953428,4.785702684349207,4.74708439980574,4.553187677557901,4.992708164903186,4.567348687050985,4.688575446633343,4.677727657549841,4.360428127930303,3.978632629434245,4.095294911161084,5.087885407495917,4.535286699848917,4.714178007129362,4.970849687007603,4.264202206833246,4.314349680223974,5.09876262989008,4.094033752036635,4.52006927791564,4.083221534933863,4.018321746746404,4.611040830311664,4.197153790787957,3.650507098883324,4.693899707598338,3.46893950956451,4.48858101563581,3.743730729147396,3.9576098558975272,4.1593168791085455,3.595784927122955,4.800685425685426,3.6528818800247373,4.137581941867657,4.670635421677088,3.929298010283926,3.712788099246432,4.952190415218585,3.977758010634723,4.475250933706817,4.89169628050225,5.116143301143301,5.868707482993197,3.676700680272109,3.134296122820713,5.374756235827665,3.6359452736318407,5.085803229337712,3.0494708994708994,2.7851785714285713,5.239422326307572,4.688511904761905,4.281641946396045,3.56781462585034,3.2487528344671204,4.430028735632184,2.75863599677159,4.7175614690320575,3.46771978021978,4.049719887955181,3.462191358024691,3.9913433274544383,3.2988536155202817,4.508928571428571,4.108484848484848,4.229432624113476,3.7781179138322,4.277536231884057,2.93015873015873,3.0444444444444443,3.8093750000000006,2.957497467071935,4.831211180124223,3.9115725359911404,3.2213732004429683,3.368840579710145,3.7581481481481482,3.6736842105263157,2.47020202020202,3.1338888888888894,3.693162393162394,3.5554263565891473,3.3076576576576575,3.171296296296296,3.7903508771929815,4.131428571428572,4.722222222222222,4.795555555555555,3.7635135135135136,3.3863247863247863,3.5109375,2.856547619047619,4.784782608695652,3.607692307692308,2.7685185185185186,3.1022988505747127,3.9549382716049384,2.4261904761904765,3.003623188405797,2.2333333333333334,2.2333333333333334,1.253623188405797,4.018,2.9382716049382713,2.8666666666666663,3.75,2.8421052631578947,5.916666666666666,3.0377192982456136,2.8386363636363634,2.448,4.152,5.8583333333333325,2.2652777777777775,4.117647058823529,3.671604938271605,3.818840579710144,3.607142857142857,5.333333333333333,5.650641025641026,3.708333333333334,5.015151515151515,3.236842105263158,3.395833333333333,3.0333333333333337,2.2444444444444445,5.1875,3.72463768115942,2.2592592592592595,1.9499999999999997,4.018518518518518,2.145833333333333,3.5,3.458974358974359,2.2916666666666665,3.3541666666666665,4.592105263157895,3.960784313725491,4.714285714285714,4.182051282051282,1.9469696969696968,2.340909090909091,2.935897435897436,4.769230769230769,2.444444444444444,3.961904761904762,1.3333333333333335,3.0444444444444443,4.034722222222222,3.757575757575758,3.2564102564102564,4.68,4.0375,3.269230769230769,3.4259259259259256,4.948717948717948,2.6296296296296293,2.8974358974358974,1.9102564102564101,1.4848484848484846,2.0833333333333335,2.1666666666666665,3.8166666666666664,1.5499999999999998,4.621212121212121,2.722222222222222,2.407407407407407,4.439393939393939,1.7916666666666667,1.025,5.0,2.763888888888889,4.384615384615385,2.1666666666666665,2.8333333333333335,3.1309523809523805,2.138888888888889,5.214285714285714,4.625,2.958333333333333,2.6666666666666665,2.5833333333333335,1.8148148148148147,5.484848484848485,2.6666666666666665,2.0370370370370368,5.416666666666667,1.7976190476190477,2.125,0.25,1.1666666666666667,4.854166666666666,0.875,2.25,0.3333333333333333,1.7,3.357142857142857,0.47222222222222227,2.0,0.625,3.5666666666666664,3.8333333333333335,4.499999999999999,0.9666666666666668,2.0,0.625,0.5,3.2666666666666666,6.833333333333333,4.0,4.0,11.5,7.111111111111112,8.11111111111111,4.333333333333333,2.2,1.5,3.625,0.47222222222222215,2.9333333333333336,3.3333333333333335,1.8333333333333333,2.0208333333333335,5.066666666666667,0.16666666666666666,1.375,0.25,1.5333333333333334,8.625,5.566666666666667,5.777777777777778,0.5,2.4166666666666665,3.3125,1.25,5.4,0.5,0.5,2.8333333333333335,18.25,0.6666666666666666,2.0,2.0,2.5,1.75,4.833333333333333,0.5,2.1666666666666665,1.0,3.444444444444444,1.875,4.708333333333333,1.6666666666666667,1.75,4.5,3.611111111111111,8.0,0.0,0.75,0.5,1.7916666666666665,2.0,0.5,2.8,3.0,14.5,6.333333333333333,5.566666666666667,2.5,0.0,0.0,1.75,2.0,8.5,1.25,0.75,0.25,0.5,7.333333333333333,0.25,2.0,12.5,1.6666666666666667,0.5,0.3333333333333333,0.0,2.1666666666666665,2.0,0.41666666666666663,2.0,2.0,0.0,2.0,16.0,0.0,2.125,0.5,1.3333333333333333,0.5,10.0,18.0,0.5,0.0,2.0,8.0,9.25,0.3333333333333333,0.0,1.25,4.333333333333333,0.5,0.5,0.0,1.1666666666666667,1.0,0.25,1.1666666666666667,0.5,1.6666666666666667,0.5,2.0,2.75,1.25,4.5,1.3333333333333333,4.333333333333334,8.0,0.5,1.0,0.25,18.25,0.5,0.0,2.0,1.25,0.5,0.5,0.0,2.0,12.5,2.0,2.0,0.5,0.5,4.5,2.0,0.0,1.25,0.5,2.0,2.0,0.5,8.0,2.0,2.0,0.5,1.25,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.5,2.9166666666666665,1.0,7.166666666666666,0.5,5.0,0.5,0.5,8.0,2.0,4.5,2.0,0.5,0.5,0.5,2.0,0.5,8.0,0.0,2.0,0.5,0.5,0.0,1.25,8.0,1.6666666666666665,4.5,0.5,0.0,0.5,1.25,0.0,0.5,2.0,0.5,8.0,0.5,0.5,4.5,8.0,0.5,0.0,0.0,2.0,0.5,4.5,2.0,0.0,2.0,0.5,0.5,0.0,2.0,2.0,2.0,2.0,4.5,0.5,0.0,2.0,2.0,0.5,0.5,0.0,0.0,0.0,4.5,0.0,0.5
